ID,派發機關數量,派發機關
39595,13,嘉義市政府,基隆市政府,宜蘭縣政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺中市政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
39594,1,經濟部
39593,1,經濟部
39592,1,行政院公共工程委員會
39590,1,行政院主計總處
39589,1,財政部
39587,1,本平臺營運窗口
39586,1,行政院農業委員會
39585,1,金融監督管理委員會
39514,1,金融監督管理委員會
39513,1,桃園市政府
39354,1,教育部
39343,1,教育部
39328,1,金融監督管理委員會
39074,1,行政院農業委員會
38956,1,內政部
38898,1,經濟部
38825,1,行政院公共工程委員會
38703,1,外交部
38702,1,財政部
38524,1,內政部
38500,3,經濟部能源局,台灣電力股份有限公司,經濟部
38445,1,交通部
38109,1,衛生福利部
37990,1,內政部
37988,1,行政院環境保護署
37987,1,行政院環境保護署
37985,1,行政院農業委員會
37962,1,行政院環境保護署
37832,1,法務部
37828,1,金融監督管理委員會
37714,3,經濟部能源局,台灣電力股份有限公司,經濟部
37708,1,財政部
37707,1,財政部
37694,1,經濟部
37677,1,財政部
37640,1,內政部
37628,1,衛生福利部
37571,1,交通部
37550,1,行政院環境保護署
37549,1,國防部
37510,3,臺北市政府,花蓮縣政府,苗栗縣政府
37456,1,交通部
37409,3,經濟部能源局,台灣電力股份有限公司,經濟部
37339,2,台灣電力股份有限公司,經濟部
37334,2,本平臺營運窗口,國家發展委員會
37318,3,臺中市政府,臺北市政府,苗栗縣政府
37293,2,臺東縣政府,花蓮縣政府
37275,1,國家發展委員會
37250,1,臺南市政府
37247,1,內政部
37246,1,內政部
37244,1,內政部
37243,1,交通部
37241,1,國家發展委員會
37232,1,財政部
36966,1,經濟部
36952,1,內政部
36951,1,交通部
36815,3,經濟部能源局,台灣電力股份有限公司,經濟部
36806,1,交通部
36804,3,經濟部能源局,台灣電力股份有限公司,經濟部
36708,1,內政部
36619,1,司法院
36617,1,國家發展委員會
36362,1,交通部
36303,1,本平臺營運窗口
36241,1,本平臺營運窗口
35650,3,經濟部能源局,台灣電力股份有限公司,經濟部
35603,1,臺中市政府
35602,1,行政院農業委員會
35411,1,國家發展委員會
35410,1,國家通訊傳播委員會
35338,1,勞動部
35337,1,內政部
35268,1,總統府
35267,1,本平臺營運窗口
35257,1,法務部
34305,1,彰化縣政府
34085,1,勞動部
33915,1,經濟部
33879,1,桃園市政府
33805,1,經濟部
33779,1,法務部
33778,1,教育部
33729,1,經濟部
33708,1,行政院環境保護署
33706,1,本平臺營運窗口
33705,1,本平臺營運窗口
33701,1,本平臺營運窗口
33674,1,財政部
33658,1,交通部
33624,1,內政部
33598,1,內政部
33593,3,經濟部能源局,台灣電力股份有限公司,經濟部
33579,1,國家發展委員會
33550,1,行政院主計總處
33548,1,交通部
33542,1,行政院環境保護署
33478,1,交通部
33461,1,交通部
33395,2,台灣電力股份有限公司,經濟部
33349,1,行政院主計總處
33348,1,外交部
33332,3,經濟部能源局,台灣電力股份有限公司,經濟部
33331,1,經濟部
33328,2,交通部,行政院環境保護署
33213,1,本平臺營運窗口
33212,1,本平臺營運窗口
33186,1,行政院環境保護署
33176,3,經濟部能源局,台灣電力股份有限公司,經濟部
33108,1,勞動部
33097,1,金融監督管理委員會
33095,1,行政院原子能委員會
33094,1,行政院原子能委員會
33093,1,行政院原子能委員會
33092,3,經濟部能源局,台灣電力股份有限公司,經濟部
33091,1,勞動部
33022,1,本平臺營運窗口
33002,1,交通部
32989,3,經濟部能源局,台灣電力股份有限公司,經濟部
32984,1,本平臺營運窗口
32983,1,臺中市政府
32982,3,經濟部能源局,台灣電力股份有限公司,經濟部
32981,1,台灣電力股份有限公司
32980,3,經濟部能源局,台灣電力股份有限公司,經濟部
32979,1,台灣電力股份有限公司
32978,1,衛生福利部
32961,1,內政部
32952,1,國家發展委員會
32895,1,臺中市政府
32893,1,國家發展委員會
32845,1,勞動部
32831,1,臺中市政府
32819,3,經濟部能源局,台灣電力股份有限公司,經濟部
32818,3,經濟部能源局,台灣電力股份有限公司,經濟部
32817,3,經濟部能源局,台灣電力股份有限公司,經濟部
32816,3,經濟部能源局,台灣電力股份有限公司,經濟部
32815,3,經濟部能源局,台灣電力股份有限公司,經濟部
32814,3,經濟部能源局,台灣電力股份有限公司,經濟部
32813,3,經濟部能源局,台灣電力股份有限公司,經濟部
32812,3,經濟部能源局,台灣電力股份有限公司,經濟部
32811,3,經濟部能源局,台灣電力股份有限公司,經濟部
32810,3,經濟部能源局,台灣電力股份有限公司,經濟部
32809,3,經濟部能源局,台灣電力股份有限公司,經濟部
32808,3,經濟部能源局,台灣電力股份有限公司,經濟部
32807,3,經濟部能源局,台灣電力股份有限公司,經濟部
32806,3,經濟部能源局,台灣電力股份有限公司,經濟部
32805,3,經濟部能源局,台灣電力股份有限公司,經濟部
32804,3,經濟部能源局,台灣電力股份有限公司,經濟部
32803,3,經濟部能源局,台灣電力股份有限公司,經濟部
32802,3,經濟部能源局,台灣電力股份有限公司,經濟部
32801,3,經濟部能源局,台灣電力股份有限公司,經濟部
32800,3,經濟部能源局,台灣電力股份有限公司,經濟部
32799,3,經濟部能源局,台灣電力股份有限公司,經濟部
32798,3,經濟部能源局,台灣電力股份有限公司,經濟部
32797,3,經濟部能源局,台灣電力股份有限公司,經濟部
32796,3,經濟部能源局,台灣電力股份有限公司,經濟部
32795,3,經濟部能源局,台灣電力股份有限公司,經濟部
32794,3,經濟部能源局,台灣電力股份有限公司,經濟部
32793,3,經濟部能源局,台灣電力股份有限公司,經濟部
32792,3,經濟部能源局,台灣電力股份有限公司,經濟部
32791,3,經濟部能源局,台灣電力股份有限公司,經濟部
32790,3,經濟部能源局,台灣電力股份有限公司,經濟部
32789,3,經濟部能源局,台灣電力股份有限公司,經濟部
32788,3,經濟部能源局,台灣電力股份有限公司,經濟部
32787,3,經濟部能源局,台灣電力股份有限公司,經濟部
32786,3,經濟部能源局,台灣電力股份有限公司,經濟部
32785,3,經濟部能源局,台灣電力股份有限公司,經濟部
32784,3,經濟部能源局,台灣電力股份有限公司,經濟部
32783,3,經濟部能源局,台灣電力股份有限公司,經濟部
32782,3,經濟部能源局,台灣電力股份有限公司,經濟部
32781,3,經濟部能源局,台灣電力股份有限公司,經濟部
32780,3,經濟部能源局,台灣電力股份有限公司,經濟部
32778,3,經濟部能源局,台灣電力股份有限公司,經濟部
32776,3,經濟部能源局,台灣電力股份有限公司,經濟部
32773,3,經濟部能源局,台灣電力股份有限公司,經濟部
32772,3,經濟部能源局,台灣電力股份有限公司,經濟部
32771,3,經濟部能源局,台灣電力股份有限公司,經濟部
32770,3,經濟部能源局,台灣電力股份有限公司,經濟部
32769,3,經濟部能源局,台灣電力股份有限公司,經濟部
32768,3,經濟部能源局,台灣電力股份有限公司,經濟部
32767,3,經濟部能源局,台灣電力股份有限公司,經濟部
32705,1,衛生福利部
32698,1,經濟部
32411,1,交通部
32375,1,財政部
32348,1,內政部
32342,1,行政院公共工程委員會
32341,1,行政院公共工程委員會
32304,1,本平臺營運窗口
32201,1,臺中市政府
32200,1,內政部
32145,1,交通部
32128,1,交通部
32041,1,交通部
32023,1,交通部
31892,1,臺中市政府
31851,1,本平臺營運窗口
31808,1,行政院農業委員會
31785,1,本平臺營運窗口
31652,1,本平臺營運窗口
31637,1,交通部
31636,1,金融監督管理委員會
31629,1,行政院主計總處
31628,1,行政院主計總處
31598,1,行政院農業委員會
31597,1,交通部
31575,1,行政院農業委員會
31518,1,內政部
31470,1,交通部
31401,1,交通部
31306,1,經濟部
31174,1,財政部
31172,1,交通部
31171,1,交通部
31157,1,交通部
31102,1,臺北市政府
30959,1,內政部
30851,1,行政院環境保護署
30842,1,交通部
30818,1,金融監督管理委員會
30676,1,行政院公共工程委員會
30484,1,文化部
30395,1,交通部
30363,1,本平臺營運窗口
30306,1,內政部
30277,1,衛生福利部
30276,1,金融監督管理委員會
29761,1,內政部
29201,1,行政院環境保護署
29088,1,本平臺營運窗口
29067,1,衛生福利部
28973,1,本平臺營運窗口
28878,1,國家發展委員會
28838,1,行政院公共工程委員會
28815,1,本平臺營運窗口
28757,1,交通部
28756,1,本平臺營運窗口
28755,1,教育部
28626,1,交通部
28501,1,衛生福利部
28389,1,國家發展委員會
28346,1,教育部
28332,1,金融監督管理委員會
28244,1,交通部
28134,1,交通部
27997,1,經濟部
27821,1,經濟部
27810,1,本平臺營運窗口
27756,1,內政部
27718,1,衛生福利部
27651,1,中央選舉委員會
27633,1,交通部
27632,1,交通部
27586,1,金融監督管理委員會
27476,1,教育部
27474,1,本平臺營運窗口
27386,1,衛生福利部
27319,1,行政院公共工程委員會
27313,1,教育部
27312,1,內政部
27092,1,內政部
27091,1,行政院農業委員會
27090,1,交通部
27088,1,交通部
27085,1,交通部
26976,1,經濟部
26961,1,經濟部
26879,1,本平臺營運窗口
26851,1,內政部
26800,1,內政部
26424,1,行政院主計總處
26328,1,本平臺營運窗口
26266,1,交通部
26242,1,金融監督管理委員會
26222,1,教育部
26200,1,行政院農業委員會
26197,1,教育部
26174,1,本平臺營運窗口
26165,12,嘉義市政府,基隆市政府,宜蘭縣政府,屏東縣政府,彰化縣政府,本平臺營運窗口,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,臺南市政府
25872,1,教育部
25870,1,財政部
25828,1,教育部
25697,1,內政部
25692,1,衛生福利部
25669,1,金融監督管理委員會
25538,1,教育部
25523,1,行政院農業委員會
25491,1,財政部
25487,1,經濟部
25444,1,內政部
25351,1,行政院環境保護署
25307,1,交通部
25280,1,衛生福利部
25220,1,中央選舉委員會
25211,1,金融監督管理委員會
25185,1,財政部
25130,1,金融監督管理委員會
25083,1,勞動部
25016,1,衛生福利部
25015,1,教育部
25014,1,教育部
25013,1,國防部
25012,1,教育部
25011,1,教育部
25010,1,教育部
25009,1,教育部
25008,1,交通部
25007,1,經濟部
24975,1,經濟部
24971,5,本平臺營運窗口,經濟部,交通部,行政院環境保護署,國家通訊傳播委員會
24910,1,本平臺營運窗口
24753,1,內政部
24741,1,衛生福利部
24722,2,考選部,行政院人事行政總處
24681,1,交通部
24678,1,行政院農業委員會
24677,1,行政院環境保護署
24676,1,行政院農業委員會
24675,1,經濟部
24672,1,行政院農業委員會
24671,1,衛生福利部
24667,1,經濟部
24552,1,原住民族委員會
24518,1,屏東縣政府
24514,1,衛生福利部
24490,1,經濟部
24425,1,經濟部
24381,1,衛生福利部
24212,1,本平臺營運窗口
24170,1,內政部
24160,1,本平臺營運窗口
24142,1,本平臺營運窗口
24134,1,本平臺營運窗口
24064,1,本平臺營運窗口
24045,1,本平臺營運窗口
24044,1,行政院農業委員會
23856,1,司法院
23773,1,金融監督管理委員會
23024,1,財政部
22953,1,財政部
22366,1,行政院農業委員會
22362,1,金融監督管理委員會
22087,1,行政院農業委員會
21820,1,經濟部
21760,1,內政部
21731,1,內政部
21721,1,內政部
21242,1,行政院人事行政總處
20992,1,司法院
20856,1,交通部
20698,1,內政部
20481,11,嘉義市政府,基隆市政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
20479,1,國防部
20478,1,中央選舉委員會
20307,1,經濟部
20286,1,教育部
20285,1,經濟部
19926,1,金融監督管理委員會
19920,1,本平臺營運窗口
18834,1,金融監督管理委員會
18767,1,內政部
18210,1,司法院
17484,13,嘉義市政府,基隆市政府,宜蘭縣政府,屏東縣政府,彰化縣政府,本平臺營運窗口,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
17309,1,交通部
17292,1,經濟部
17291,1,國家通訊傳播委員會
17290,1,文化部
17289,11,嘉義市政府,基隆市政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
17288,1,經濟部
17287,1,司法院
17286,0
17285,1,交通部
17284,1,教育部
17282,1,衛生福利部
17281,1,本平臺營運窗口
17280,1,金融監督管理委員會
17279,1,衛生福利部
17232,11,嘉義市政府,基隆市政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
17179,1,衛生福利部
17178,1,衛生福利部
17177,1,衛生福利部
17176,1,衛生福利部
17124,1,衛生福利部
17039,1,本平臺營運窗口
16440,1,內政部
16298,1,行政院環境保護署
16297,1,行政院環境保護署
16296,1,行政院環境保護署
15864,2,交通部,行政院環境保護署
15796,1,經濟部
15774,1,勞動部
15698,1,衛生福利部
15682,0
15680,0
15678,0
15664,1,經濟部
15648,1,財政部
15590,1,內政部
15584,1,本平臺營運窗口
15583,1,衛生福利部
15489,1,勞動部
15428,1,金融監督管理委員會
15397,1,法務部
15395,1,經濟部
15282,1,行政院環境保護署
15260,1,中央選舉委員會
15204,1,教育部
14905,3,財政部,經濟部,行政院農業委員會
14833,1,衛生福利部
14651,1,衛生福利部
14426,1,經濟部
14316,2,法務部,衛生福利部
14245,1,金融監督管理委員會
14154,1,衛生福利部
14072,1,金融監督管理委員會
13931,1,教育部
13860,1,衛生福利部
13801,1,經濟部
13765,1,行政院農業委員會
13762,2,內政部,交通部
13734,1,交通部
13701,1,內政部
13625,1,本平臺營運窗口
13416,1,本平臺營運窗口
13254,1,經濟部
13142,3,內政部,交通部,行政院農業委員會
13075,1,行政院環境保護署
12511,1,衛生福利部
12489,1,衛生福利部
12488,1,衛生福利部
12139,1,內政部
12085,1,國家發展委員會
12084,1,經濟部
12075,1,勞動部
12057,1,內政部
12056,1,勞動部
12054,1,經濟部
12032,1,經濟部
11996,1,科技部
10860,1,國家發展委員會
10342,1,本平臺營運窗口
10232,1,財政部
10086,1,科技部
10072,1,內政部
10070,1,行政院人事行政總處
10028,1,國家發展委員會
10024,1,本平臺營運窗口
10023,1,經濟部
10022,1,內政部
10021,1,交通部
10020,1,交通部
10019,1,本平臺營運窗口
10018,1,本平臺營運窗口
10017,1,本平臺營運窗口
10016,1,交通部
10015,1,內政部
10014,1,衛生福利部
10013,1,本平臺營運窗口
10012,1,交通部
10011,1,本平臺營運窗口
10010,1,本平臺營運窗口
10009,1,本平臺營運窗口
10007,1,立法院
10004,1,教育部
9987,1,教育部
9986,2,交通部,行政院環境保護署
9985,1,內政部
9981,1,內政部
9980,1,內政部
9979,1,內政部
9978,1,經濟部
9977,1,行政院環境保護署
9976,2,內政部,經濟部
9975,1,交通部
9971,1,教育部
9969,1,教育部
9935,1,內政部
9763,1,勞動部
9691,1,立法院
9648,1,行政院農業委員會
9613,1,經濟部
9556,2,司法院,法務部
9549,1,屏東縣政府
9541,1,內政部
9540,1,內政部
9515,1,內政部
9444,1,國家發展委員會
9398,1,財政部
9396,1,財政部
9395,1,內政部
9376,1,國家發展委員會
9366,1,中央選舉委員會
9333,1,中央選舉委員會
9330,1,法務部
9329,1,行政院公共工程委員會
9326,1,經濟部
9310,1,內政部
9159,1,行政院人事行政總處
9069,1,經濟部
8982,1,勞動部
8974,1,財政部
8852,3,內政部,衛生福利部,行政院環境保護署
8823,1,內政部
8816,2,內政部,交通部
8686,1,內政部
8645,1,交通部
8579,1,衛生福利部
8503,1,衛生福利部
8502,1,經濟部
8488,0
8466,1,經濟部
8445,1,內政部
8444,1,內政部
8443,1,交通部
8442,1,內政部
8437,1,衛生福利部
8434,1,科技部
8433,1,中央選舉委員會
8432,1,立法院
8394,1,內政部
8377,1,行政院人事行政總處
8364,1,衛生福利部
8363,1,經濟部
8362,1,經濟部
8347,2,教育部,行政院人事行政總處
8346,1,行政院農業委員會
8342,1,交通部
8311,1,文化部
8261,1,經濟部
8211,1,內政部
8188,1,財政部
8179,1,行政院環境保護署
8153,11,嘉義市政府,基隆市政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
8126,1,衛生福利部
8123,1,衛生福利部
8110,1,總統府
8104,1,國家發展委員會
8102,1,經濟部
8101,1,行政院人事行政總處
8098,1,教育部
8090,1,財政部
8086,2,行政院主計總處,國家發展委員會
8082,1,衛生福利部
8079,2,總統府,行政院
8078,2,總統府,行政院
8076,1,總統府
8071,1,衛生福利部
8070,1,本平臺營運窗口
8069,1,教育部
8068,0
8058,2,經濟部,衛生福利部
8057,1,經濟部
8056,1,內政部
8055,2,經濟部,衛生福利部
8054,1,經濟部
8053,1,衛生福利部
8038,1,內政部
8037,1,交通部
8035,1,衛生福利部
8034,1,國家發展委員會
8033,1,外交部
8031,1,經濟部
8030,11,嘉義市政府,基隆市政府,屏東縣政府,彰化縣政府,桃園市政府,澎湖縣政府,臺東縣政府,花蓮縣政府,苗栗縣政府,雲林縣政府,臺南市政府
8029,1,教育部
8028,1,交通部
8027,1,內政部
8026,1,內政部
8025,1,內政部
8024,1,衛生福利部
8023,1,經濟部
8022,1,經濟部
